form,tags
arkansinas,"['feminine', 'plural']"
arkansino,
arkansinos,"['masculine', 'plural']"
arlequinada,['feminine']
arlequinadas,"['feminine', 'plural']"
arlequinado,
arlequinados,"['masculine', 'plural']"
arlesiana,['feminine']
arlesianas,"['feminine', 'plural']"
arlesiano,
arlesianos,"['masculine', 'plural']"
arlesina,['feminine']
arlesinas,"['feminine', 'plural']"
arlesino,
arlesinos,"['masculine', 'plural']"
arltiana,['feminine']
arltianas,"['feminine', 'plural']"
arltiano,
arltianos,"['masculine', 'plural']"
armable,
armables,"['feminine', 'masculine', 'plural']"
armada,['feminine']
armadas,"['feminine', 'plural']"
armado,
armados,"['masculine', 'plural']"
armamentista,
armamentistas,"['feminine', 'masculine', 'plural']"
armamentística,['feminine']
armamentísticas,"['feminine', 'plural']"
armamentístico,
armamentísticos,"['masculine', 'plural']"
armenia,['feminine']
armenias,"['feminine', 'plural']"
armenio,
armenios,"['masculine', 'plural']"
armera,['feminine']
armeras,"['feminine', 'plural']"
armero,
armeros,"['masculine', 'plural']"
armilar,
armilares,"['feminine', 'masculine', 'plural']"
arminiana,['feminine']
arminianas,"['feminine', 'plural']"
arminiano,
arminianos,"['masculine', 'plural']"
armoniosa,['feminine']
armoniosas,"['feminine', 'plural']"
armonioso,
armoniosos,"['masculine', 'plural']"
armoniosísima,['feminine']
armoniosísimas,"['feminine', 'plural']"
armoniosísimo,
armoniosísimos,"['masculine', 'plural']"
armonizable,
armonizables,"['feminine', 'masculine', 'plural']"
armonizador,
armonizadora,['feminine']
armonizadoras,"['feminine', 'plural']"
armonizadores,"['masculine', 'plural']"
armorial,
armoriales,"['feminine', 'masculine', 'plural']"
armoricana,['feminine']
armoricanas,"['feminine', 'plural']"
armoricano,
armoricanos,"['masculine', 'plural']"
armígera,['feminine']
armígeras,"['feminine', 'plural']"
armígero,
armígeros,"['masculine', 'plural']"
armónica,['feminine']
armónicas,"['feminine', 'plural']"
armónico,
armónicos,"['masculine', 'plural']"
arnedana,['feminine']
arnedanas,"['feminine', 'plural']"
arnedano,
arnedanos,"['masculine', 'plural']"
aromosa,['feminine']
aromosas,"['feminine', 'plural']"
aromoso,
aromosos,"['masculine', 'plural']"
aromática,['feminine']
aromáticas,"['feminine', 'plural']"
aromático,
aromáticos,"['masculine', 'plural']"
arousana,['feminine']
arousanas,"['feminine', 'plural']"
arousano,
arousanos,"['masculine', 'plural']"
arpada,['feminine']
arpadas,"['feminine', 'plural']"
arpado,
arpados,"['masculine', 'plural']"
arqueada,['feminine']
arqueadas,"['feminine', 'plural']"
arqueado,
arqueados,"['masculine', 'plural']"
arqueana,['feminine']
arqueanas,"['feminine', 'plural']"
arqueano,
arqueanos,"['masculine', 'plural']"
arqueoastronómica,['feminine']
arqueoastronómicas,"['feminine', 'plural']"
arqueoastronómico,
arqueoastronómicos,"['masculine', 'plural']"
arqueobotánica,['feminine']
arqueobotánicas,"['feminine', 'plural']"
arqueobotánico,
arqueobotánicos,"['masculine', 'plural']"
arqueológica,['feminine']
arqueológicas,"['feminine', 'plural']"
arqueológico,
arqueológicos,"['masculine', 'plural']"
arquetipal,
arquetipales,"['feminine', 'masculine', 'plural']"
arquetípica,['feminine']
arquetípicas,"['feminine', 'plural']"
arquetípico,
arquetípicos,"['masculine', 'plural']"
arquidiocesana,['feminine']
arquidiocesanas,"['feminine', 'plural']"
arquidiocesano,
arquidiocesanos,"['masculine', 'plural']"
arquiepiscopal,
arquiepiscopales,"['feminine', 'masculine', 'plural']"
arquimediana,['feminine']
arquimedianas,"['feminine', 'plural']"
arquimediano,
arquimedianos,"['masculine', 'plural']"
arquitectural,
arquitecturales,"['feminine', 'masculine', 'plural']"
arquitectónica,['feminine']
arquitectónicas,"['feminine', 'plural']"
arquitectónico,
arquitectónicos,"['masculine', 'plural']"
arquitrabada,['feminine']
arquitrabadas,"['feminine', 'plural']"
arquitrabado,
arquitrabados,"['masculine', 'plural']"
arrabalera,['feminine']
arrabaleras,"['feminine', 'plural']"
arrabalero,
arrabaleros,"['masculine', 'plural']"
arracimada,['feminine']
arracimadas,"['feminine', 'plural']"
arracimado,
arracimados,"['masculine', 'plural']"
arraigada,['feminine']
arraigadas,"['feminine', 'plural']"
arraigado,
arraigados,"['masculine', 'plural']"
arraijaneña,['feminine']
arraijaneñas,"['feminine', 'plural']"
arraijaneño,
arraijaneños,"['masculine', 'plural']"
arrancable,
arrancables,"['feminine', 'masculine', 'plural']"
arrasador,
arrasadora,['feminine']
arrasadoras,"['feminine', 'plural']"
arrasadores,"['masculine', 'plural']"
arrastrada,['feminine']
arrastradas,"['feminine', 'plural']"
arrastrado,
arrastrados,"['masculine', 'plural']"
arratiana,['feminine']
arratianas,"['feminine', 'plural']"
arratiano,
arratianos,"['masculine', 'plural']"
arreactiva,['feminine']
arreactivas,"['feminine', 'plural']"
arreactivo,
arreactivos,"['masculine', 'plural']"
arrebatada,['feminine']
arrebatadas,"['feminine', 'plural']"
arrebatado,
arrebatador,
arrebatadora,['feminine']
arrebatadoras,"['feminine', 'plural']"
arrebatadores,"['masculine', 'plural']"
arrebatados,"['masculine', 'plural']"
arrecha,['feminine']
arrechas,"['feminine', 'plural']"
arrecho,
arrechos,"['masculine', 'plural']"
arrechísima,['feminine']
arrechísimas,"['feminine', 'plural']"
arrechísimo,
arrechísimos,"['masculine', 'plural']"
arrecifal,
arrecifales,"['feminine', 'masculine', 'plural']"
arrecifeña,['feminine']
arrecifeñas,"['feminine', 'plural']"
arrecifeño,
arrecifeños,"['masculine', 'plural']"
arreglada,['feminine']
arregladas,"['feminine', 'plural']"
arregladita,['feminine']
arregladitas,"['feminine', 'plural']"
arregladito,
arregladitos,"['masculine', 'plural']"
arreglado,
arreglador,
arregladora,['feminine']
arregladoras,"['feminine', 'plural']"
arregladores,"['masculine', 'plural']"
arreglados,"['masculine', 'plural']"
arrendable,
arrendables,"['feminine', 'masculine', 'plural']"
arrepentida,['feminine']
arrepentidas,"['feminine', 'plural']"
arrepentido,
arrepentidos,"['masculine', 'plural']"
arrestada,['feminine']
arrestadas,"['feminine', 'plural']"
arrestado,
arrestados,"['masculine', 'plural']"
arriacense,
arriacenses,"['feminine', 'masculine', 'plural']"
arriana,['feminine']
arrianas,"['feminine', 'plural']"
arriano,
arrianos,"['masculine', 'plural']"
arribana,['feminine']
arribanas,"['feminine', 'plural']"
arribano,
arribanos,"['masculine', 'plural']"
arribeña,['feminine']
arribeñas,"['feminine', 'plural']"
arribeño,
arribeños,"['masculine', 'plural']"
arriesgada,['feminine']
arriesgadas,"['feminine', 'plural']"
arriesgado,
arriesgados,"['masculine', 'plural']"
arriesgadísima,['feminine']
arriesgadísimas,"['feminine', 'plural']"
arriesgadísimo,
arriesgadísimos,"['masculine', 'plural']"
arritmogénica,['feminine']
arritmogénicas,"['feminine', 'plural']"
arritmogénico,
arritmogénicos,"['masculine', 'plural']"
arriñonada,['feminine']
arriñonadas,"['feminine', 'plural']"
arriñonado,
arriñonados,"['masculine', 'plural']"
arrocera,['feminine']
arroceras,"['feminine', 'plural']"
arrocero,
arroceros,"['masculine', 'plural']"
arrogante,
arrogantes,"['feminine', 'masculine', 'plural']"
arrogantísima,['feminine']
arrogantísimas,"['feminine', 'plural']"
arrogantísimo,
arrogantísimos,"['masculine', 'plural']"
arrojada,['feminine']
arrojadas,"['feminine', 'plural']"
arrojadiza,['feminine']
arrojadizas,"['feminine', 'plural']"
arrojadizo,
arrojadizos,"['masculine', 'plural']"
arrojado,
arrojados,"['masculine', 'plural']"
arrollador,
arrolladora,['feminine']
arrolladoras,"['feminine', 'plural']"
arrolladores,"['masculine', 'plural']"
arromántica,['feminine']
arrománticas,"['feminine', 'plural']"
arromántico,
arrománticos,"['masculine', 'plural']"
arrosetada,['feminine']
arrosetadas,"['feminine', 'plural']"
arrosetado,
arrosetados,"['masculine', 'plural']"
arrugada,['feminine']
arrugadas,"['feminine', 'plural']"
arrugado,
arrugados,"['masculine', 'plural']"
arruinada,['feminine']
arruinadas,"['feminine', 'plural']"
arruinado,
arruinador,
arruinadora,['feminine']
arruinadoras,"['feminine', 'plural']"
arruinadores,"['masculine', 'plural']"
arruinados,"['masculine', 'plural']"
arrumana,['feminine']
arrumanas,"['feminine', 'plural']"
arrumano,['alternative']
arrumanos,"['masculine', 'plural']"
arrítmica,['feminine']
arrítmicas,"['feminine', 'plural']"
arrítmico,
arrítmicos,"['masculine', 'plural']"
arsenical,
arsenicales,"['feminine', 'masculine', 'plural']"
arsenífera,['feminine']
arseníferas,"['feminine', 'plural']"
arsenífero,
arseníferos,"['masculine', 'plural']"
arsácida,
arsácidas,"['feminine', 'masculine', 'plural']"
artemiseña,['feminine']
artemiseñas,"['feminine', 'plural']"
artemiseño,
artemiseños,"['masculine', 'plural']"
artera,['feminine']
arteras,"['feminine', 'plural']"
arterial,
arteriales,"['feminine', 'masculine', 'plural']"
arterioesclerótica,['feminine']
arterioescleróticas,"['feminine', 'plural']"
arterioesclerótico,['alternative']
arterioescleróticos,"['masculine', 'plural']"
arteriosa,['feminine']
arteriosas,"['feminine', 'plural']"
arteriosclerótica,['feminine']
arterioscleróticas,"['feminine', 'plural']"
arteriosclerótico,
arterioscleróticos,"['masculine', 'plural']"
arterioso,
arteriosos,"['masculine', 'plural']"
arteriotrombótica,['feminine']
arteriotrombóticas,"['feminine', 'plural']"
arteriotrombótico,
arteriotrombóticos,"['masculine', 'plural']"
arteriovenosa,['feminine']
arteriovenosas,"['feminine', 'plural']"
arteriovenoso,
arteriovenosos,"['masculine', 'plural']"
artero,
arteros,"['masculine', 'plural']"
artesana,['feminine']
artesanal,
artesanales,"['feminine', 'masculine', 'plural']"
artesanas,"['feminine', 'plural']"
artesano,
artesanos,"['masculine', 'plural']"
artesiana,['feminine']
artesianas,"['feminine', 'plural']"
artesiano,
artesianos,"['masculine', 'plural']"
artesonada,['feminine']
artesonadas,"['feminine', 'plural']"
artesonado,
artesonados,"['masculine', 'plural']"
articulada,['feminine']
articuladas,"['feminine', 'plural']"
articulado,
articulador,
articuladora,['feminine']
articuladoras,"['feminine', 'plural']"
articuladores,"['masculine', 'plural']"
articulados,"['masculine', 'plural']"
articular,
articulares,"['feminine', 'masculine', 'plural']"
articulativa,['feminine']
articulativas,"['feminine', 'plural']"
articulativo,
articulativos,"['masculine', 'plural']"
articulatoria,['feminine']
articulatorias,"['feminine', 'plural']"
articulatorio,
articulatorios,"['masculine', 'plural']"
artificial,
artificiales,"['feminine', 'masculine', 'plural']"
artificiosa,['feminine']
artificiosas,"['feminine', 'plural']"
artificioso,
artificiosos,"['masculine', 'plural']"
artiguense,
artiguenses,"['feminine', 'masculine', 'plural']"
artiguista,
artiguistas,"['feminine', 'masculine', 'plural']"
artillera,['feminine']
artilleras,"['feminine', 'plural']"
artillero,
artilleros,"['masculine', 'plural']"
artroscópica,['feminine']
artroscópicas,"['feminine', 'plural']"
artroscópico,
artroscópicos,"['masculine', 'plural']"
artrítica,['feminine']
artríticas,"['feminine', 'plural']"
artrítico,
artríticos,"['masculine', 'plural']"
artrósica,['feminine']
artrósicas,"['feminine', 'plural']"
artrósico,
artrósicos,"['masculine', 'plural']"
artura,['feminine']
arturas,"['feminine', 'plural']"
arturo,
arturos,"['masculine', 'plural']"
artística,['feminine']
artísticas,"['feminine', 'plural']"
artístico,
artísticos,"['masculine', 'plural']"
artúquida,
artúquidas,"['feminine', 'masculine', 'plural']"
artúrica,['feminine']
artúricas,"['feminine', 'plural']"
artúrico,
artúricos,"['masculine', 'plural']"
arubana,['feminine']
arubanas,"['feminine', 'plural']"
arubano,
arubanos,"['masculine', 'plural']"
arubeña,['feminine']
arubeñas,"['feminine', 'plural']"
arubeño,
arubeños,"['masculine', 'plural']"
arumana,['feminine']
arumanas,"['feminine', 'plural']"
arumano,
arumanos,"['masculine', 'plural']"
aruquense,
aruquenses,"['feminine', 'masculine', 'plural']"
arvense,
arvenses,"['feminine', 'masculine', 'plural']"
arzobispal,
arzobispales,"['feminine', 'masculine', 'plural']"
arábiga,['feminine']
arábigas,"['feminine', 'plural']"
arábigo,
arábigos,"['masculine', 'plural']"
arácea,['feminine']
aráceas,"['feminine', 'plural']"
aráceo,
aráceos,"['masculine', 'plural']"
arácnida,['feminine']
arácnidas,"['feminine', 'plural']"
arácnido,
arácnidos,"['masculine', 'plural']"
arévaca,['feminine']
arévacas,"['feminine', 'plural']"
arévaco,
arévacos,"['masculine', 'plural']"
asada,['feminine']
asadas,"['feminine', 'plural']"
asadera,['feminine']
asaderas,"['feminine', 'plural']"
asadero,
asaderos,"['masculine', 'plural']"
asado,
asados,"['masculine', 'plural']"
asalariada,['feminine']
asalariadas,"['feminine', 'plural']"
asalariado,
asalariados,"['masculine', 'plural']"
asalmonada,['feminine']
asalmonadas,"['feminine', 'plural']"
asalmonado,
asalmonados,"['masculine', 'plural']"
asaltador,
asaltadora,['feminine']
asaltadoras,"['feminine', 'plural']"
asaltadores,"['masculine', 'plural']"
asamblearia,['feminine']
asamblearias,"['feminine', 'plural']"
asambleario,
asamblearios,"['masculine', 'plural']"
asamesa,['feminine']
asamesas,"['feminine', 'plural']"
asameses,"['masculine', 'plural']"
asamés,
asante,
asantes,"['feminine', 'masculine', 'plural']"
ascania,['feminine']
ascanias,"['feminine', 'plural']"
ascanio,
ascanios,"['masculine', 'plural']"
ascendente,
ascendentes,"['feminine', 'masculine', 'plural']"
ascensional,
ascensionales,"['feminine', 'masculine', 'plural']"
ascánida,
ascánidas,"['feminine', 'masculine', 'plural']"
ascética,['feminine']
ascéticas,"['feminine', 'plural']"
ascético,
ascéticos,"['masculine', 'plural']"
ascítica,['feminine']
ascíticas,"['feminine', 'plural']"
ascítico,
ascíticos,"['masculine', 'plural']"
ascórbica,['feminine']
ascórbicas,"['feminine', 'plural']"
ascórbico,
ascórbicos,"['masculine', 'plural']"
aseada,['feminine']
aseadas,"['feminine', 'plural']"
aseado,
aseados,"['masculine', 'plural']"
asegurable,
asegurables,"['feminine', 'masculine', 'plural']"
asegurada,['feminine']
aseguradas,"['feminine', 'plural']"
asegurado,['alternative']
asegurador,
aseguradora,['feminine']
aseguradoras,"['feminine', 'plural']"
aseguradores,"['masculine', 'plural']"
asegurados,"['masculine', 'plural']"
asentada,['feminine']
asentadas,"['feminine', 'plural']"
asentado,
asentados,"['masculine', 'plural']"
asequible,
asequibles,"['feminine', 'masculine', 'plural']"
aserruchada,['feminine']
aserruchadas,"['feminine', 'plural']"
aserruchado,
aserruchados,"['masculine', 'plural']"
asertiva,['feminine']
asertivas,"['feminine', 'plural']"
asertivo,
asertivos,"['masculine', 'plural']"
asesina,['feminine']
asesinada,['feminine']
asesinadas,"['feminine', 'plural']"
asesinado,
asesinados,"['masculine', 'plural']"
asesinas,"['feminine', 'plural']"
asesino,
asesinos,"['masculine', 'plural']"
asexuada,['feminine']
asexuadas,"['feminine', 'plural']"
asexuado,
asexuados,"['masculine', 'plural']"
asexual,
asexuales,"['feminine', 'masculine', 'plural']"
asfaltera,['feminine']
asfalteras,"['feminine', 'plural']"
asfaltero,
asfalteros,"['masculine', 'plural']"
asfixiante,
asfixiantes,"['feminine', 'masculine', 'plural']"
asfáltica,['feminine']
asfálticas,"['feminine', 'plural']"
asfáltico,
asfálticos,"['masculine', 'plural']"
asférica,['feminine']
asféricas,"['feminine', 'plural']"
asférico,
asféricos,"['masculine', 'plural']"
asfíctica,['feminine']
asfícticas,"['feminine', 'plural']"
asfíctico,
asfícticos,"['masculine', 'plural']"
asgardiana,['feminine']
asgardianas,"['feminine', 'plural']"
asgardiano,
asgardianos,"['masculine', 'plural']"
asheninka,
asheninkas,"['feminine', 'masculine', 'plural']"
ashkenazí,['alternative']
ashkenazíes,"['feminine', 'masculine', 'plural']"
ashkenazís,"['feminine', 'masculine', 'plural']"
asháninka,
asháninkas,"['feminine', 'masculine', 'plural']"
asiana,['feminine']
asianas,"['feminine', 'plural']"
asiano,
asianos,"['masculine', 'plural']"
asidonense,
asidonenses,"['feminine', 'masculine', 'plural']"
asidua,['feminine']
asiduas,"['feminine', 'plural']"
asiduo,
asiduos,"['masculine', 'plural']"
asignable,
asignables,"['feminine', 'masculine', 'plural']"
asignada,['feminine']
asignadas,"['feminine', 'plural']"
asignado,
asignados,"['masculine', 'plural']"
asignativa,['feminine']
asignativas,"['feminine', 'plural']"
asignativo,
asignativos,"['masculine', 'plural']"
asilante,
asilantes,"['feminine', 'masculine', 'plural']"
asilvestrada,['feminine']
asilvestradas,"['feminine', 'plural']"
asilvestrado,
asilvestrados,"['masculine', 'plural']"
asimilable,
asimilables,"['feminine', 'masculine', 'plural']"
asimilacionista,
asimilacionistas,"['feminine', 'masculine', 'plural']"
asimilador,
asimiladora,['feminine']
asimiladoras,"['feminine', 'plural']"
asimiladores,"['masculine', 'plural']"
asimétrica,['feminine']
asimétricas,"['feminine', 'plural']"
asimétrico,
asimétricos,"['masculine', 'plural']"
asincrónica,['feminine']
asincrónicas,"['feminine', 'plural']"
asincrónico,
asincrónicos,"['masculine', 'plural']"
asinina,['feminine']
asininas,"['feminine', 'plural']"
asinino,
asininos,"['masculine', 'plural']"
asintomática,['feminine']
asintomáticas,"['feminine', 'plural']"
asintomático,
asintomáticos,"['masculine', 'plural']"
asintótica,['feminine']
asintóticas,"['feminine', 'plural']"
asintótico,
asintóticos,"['masculine', 'plural']"
asiria,['feminine']
asirias,"['feminine', 'plural']"
asirio,
asirios,"['masculine', 'plural']"
asistemática,['feminine']
asistemáticas,"['feminine', 'plural']"
asistemático,
asistemáticos,"['masculine', 'plural']"
asistencial,
asistenciales,"['feminine', 'masculine', 'plural']"
asistencialista,
asistencialistas,"['feminine', 'masculine', 'plural']"
asistida,['feminine']
asistidas,"['feminine', 'plural']"
asistido,
asistidos,"['masculine', 'plural']"
asiática,['feminine']
asiáticas,"['feminine', 'plural']"
asiático,
asiáticos,"['masculine', 'plural']"
askenazí,['alternative']
askenazíes,"['feminine', 'masculine', 'plural']"
askenazís,"['feminine', 'masculine', 'plural']"
asmonea,['feminine']
asmoneas,"['feminine', 'plural']"
asmoneo,
asmoneos,"['masculine', 'plural']"
asmática,['feminine']
asmáticas,"['feminine', 'plural']"
asmático,
asmáticos,"['masculine', 'plural']"
asnal,
asnales,"['feminine', 'masculine', 'plural']"
asociable,
asociables,"['feminine', 'masculine', 'plural']"
asociacionista,
asociacionistas,"['feminine', 'masculine', 'plural']"
asociada,['feminine']
asociadas,"['feminine', 'plural']"
asociado,
asociados,"['masculine', 'plural']"
asocial,
asociales,"['feminine', 'masculine', 'plural']"
asociativa,['feminine']
asociativas,"['feminine', 'plural']"
asociativo,
asociativos,"['masculine', 'plural']"
asolador,
asoladora,['feminine']
asoladoras,"['feminine', 'plural']"
asoladores,"['masculine', 'plural']"
asolapada,['feminine']
asolapadas,"['feminine', 'plural']"
asolapado,
asolapados,"['masculine', 'plural']"
asolerada,['feminine']
asoleradas,"['feminine', 'plural']"
asolerado,
asolerados,"['masculine', 'plural']"
asombrada,['feminine']
asombradas,"['feminine', 'plural']"
asombrado,
asombrados,"['masculine', 'plural']"
asombrante,
asombrantes,"['feminine', 'masculine', 'plural']"
asombrosa,['feminine']
asombrosas,"['feminine', 'plural']"
asombroso,
asombrosos,"['masculine', 'plural']"
asonante,
asonantes,"['feminine', 'masculine', 'plural']"
aspaventera,['feminine']
aspaventeras,"['feminine', 'plural']"
aspaventero,
aspaventeros,"['masculine', 'plural']"
aspaventosa,['feminine']
aspaventosas,"['feminine', 'plural']"
aspaventoso,
aspaventosos,"['masculine', 'plural']"
aspectada,['feminine']
aspectadas,"['feminine', 'plural']"
aspectado,
aspectados,"['masculine', 'plural']"
aspectual,
aspectuales,"['feminine', 'masculine', 'plural']"
aspense,
aspenses,"['feminine', 'masculine', 'plural']"
aspersor,
aspersora,['feminine']
aspersoras,"['feminine', 'plural']"
aspersores,"['masculine', 'plural']"
asperísima,['feminine']
asperísimas,"['feminine', 'plural']"
asperísimo,
asperísimos,"['masculine', 'plural']"
aspiracional,
aspiracionales,"['feminine', 'masculine', 'plural']"
aspirada,['feminine']
aspiradas,"['feminine', 'plural']"
aspirado,
aspirador,['alternative']
aspiradora,['feminine']
aspiradoras,"['feminine', 'plural']"
aspiradores,"['masculine', 'plural']"
aspirados,"['masculine', 'plural']"
aspirante,
aspirantes,"['feminine', 'masculine', 'plural']"
aspártica,['feminine']
aspárticas,"['feminine', 'plural']"
aspártico,
aspárticos,"['masculine', 'plural']"
aspérrima,['feminine']
aspérrimas,"['feminine', 'plural']"
aspérrimo,
aspérrimos,"['masculine', 'plural']"
asqueada,['feminine']
asqueadas,"['feminine', 'plural']"
asqueado,
asqueados,"['masculine', 'plural']"
asqueante,
asqueantes,"['feminine', 'masculine', 'plural']"
asquenazí,
asquenazíes,"['feminine', 'masculine', 'plural']"
asquenazís,"['feminine', 'masculine', 'plural']"
asquerosa,['feminine']
asquerosas,"['feminine', 'plural']"
asquerosete,
asquerosetes,"['feminine', 'masculine', 'plural']"
asquerosita,['feminine']
asquerositas,"['feminine', 'plural']"
asquerosito,
asquerositos,"['masculine', 'plural']"
asqueroso,
asquerosos,"['masculine', 'plural']"
asquienta,['feminine']
asquientas,"['feminine', 'plural']"
asquiento,
asquientos,"['masculine', 'plural']"
astada,['feminine']
astadas,"['feminine', 'plural']"
astado,
astados,"['masculine', 'plural']"
asteroidal,
asteroidales,"['feminine', 'masculine', 'plural']"
asteroide,
asteroides,"['feminine', 'masculine', 'plural']"
astifina,['feminine']
astifinas,"['feminine', 'plural']"
astifino,
astifinos,"['masculine', 'plural']"
astigitana,['feminine']
astigitanas,"['feminine', 'plural']"
astigitano,
astigitanos,"['masculine', 'plural']"
astillera,['feminine']
astilleras,"['feminine', 'plural']"
astillero,
astilleros,"['masculine', 'plural']"
astillosa,['feminine']
astillosas,"['feminine', 'plural']"
astilloso,
astillosos,"['masculine', 'plural']"
astorgana,['feminine']
astorganas,"['feminine', 'plural']"
astorgano,
astorganos,"['masculine', 'plural']"
astoriana,['feminine']
astorianas,"['feminine', 'plural']"
astoriano,
astorianos,"['masculine', 'plural']"
astragalina,['feminine']
astragalinas,"['feminine', 'plural']"
astragalino,
astragalinos,"['masculine', 'plural']"
astragalocalcánea,['feminine']
astragalocalcáneas,"['feminine', 'plural']"
astragalocalcáneo,
astragalocalcáneos,"['masculine', 'plural']"
astragaloescafoidea,['feminine']
astragaloescafoideas,"['feminine', 'plural']"
astragaloescafoideo,
astragaloescafoideos,"['masculine', 'plural']"
astragalonavicular,
astragalonaviculares,"['feminine', 'masculine', 'plural']"
astragaloperonea,['feminine']
astragaloperoneas,"['feminine', 'plural']"
astragaloperoneo,
astragaloperoneos,"['masculine', 'plural']"
astral,
astrales,"['feminine', 'masculine', 'plural']"
astringente,
astringentes,"['feminine', 'masculine', 'plural']"
astrodinámica,['feminine']
astrodinámicas,"['feminine', 'plural']"
astrodinámico,
astrodinámicos,"['masculine', 'plural']"
astrofísica,['feminine']
astrofísicas,"['feminine', 'plural']"
astrofísico,
astrofísicos,"['masculine', 'plural']"
astrológica,['feminine']
astrológicas,"['feminine', 'plural']"
astrológico,
astrológicos,"['masculine', 'plural']"
astromecánica,['feminine']
astromecánicas,"['feminine', 'plural']"
astromecánico,
astromecánicos,"['masculine', 'plural']"
astrométrica,['feminine']
astrométricas,"['feminine', 'plural']"
astrométrico,
astrométricos,"['masculine', 'plural']"
astronáutica,['feminine']
astronáuticas,"['feminine', 'plural']"
astronáutico,
astronáuticos,"['masculine', 'plural']"
astronómica,['feminine']
astronómicas,"['feminine', 'plural']"
astronómico,
astronómicos,"['masculine', 'plural']"
astroquímica,['feminine']
astroquímicas,"['feminine', 'plural']"
astroquímico,
astroquímicos,"['masculine', 'plural']"
astrosa,['feminine']
astrosas,"['feminine', 'plural']"
astroso,
astrosos,"['masculine', 'plural']"
astrífera,['feminine']
astríferas,"['feminine', 'plural']"
astrífero,
astríferos,"['masculine', 'plural']"
astur,
asturcona,['feminine']
asturconas,"['feminine', 'plural']"
asturcones,['plural']
asturcón,
astures,"['feminine', 'masculine', 'plural']"
asturiana,['feminine']
asturianas,"['feminine', 'plural']"
asturiano,
asturianos,"['masculine', 'plural']"
asturleonesa,['feminine']
asturleonesas,"['feminine', 'plural']"
asturleoneses,"['masculine', 'plural']"
asturleonés,
astuta,['feminine']
astutas,"['feminine', 'plural']"
astuto,
astutos,"['masculine', 'plural']"
asténica,['feminine']
asténicas,"['feminine', 'plural']"
asténico,
asténicos,"['masculine', 'plural']"
asumible,
asumibles,"['feminine', 'masculine', 'plural']"
asuncena,['feminine']
asuncenas,"['feminine', 'plural']"
asunceno,['alternative']
asuncenos,"['masculine', 'plural']"
asunceña,['feminine']
asunceñas,"['feminine', 'plural']"
asunceño,['alternative']
asunceños,"['masculine', 'plural']"
asurcada,['feminine']
asurcadas,"['feminine', 'plural']"
asurcado,
asurcados,"['masculine', 'plural']"
asustada,['feminine']
asustadas,"['feminine', 'plural']"
asustadita,['feminine']
asustaditas,"['feminine', 'plural']"
asustadito,
asustaditos,"['masculine', 'plural']"
asustadiza,['feminine']
asustadizas,"['feminine', 'plural']"
asustadizo,
asustadizos,"['masculine', 'plural']"
asustado,
asustador,
asustadora,['feminine']
asustadoras,"['feminine', 'plural']"
asustadores,"['masculine', 'plural']"
asustados,"['masculine', 'plural']"
asustadísima,['feminine']
asustadísimas,"['feminine', 'plural']"
asustadísimo,['superlative']
asustadísimos,"['masculine', 'plural']"
aséptica,['feminine']
asépticas,"['feminine', 'plural']"
aséptico,
asépticos,"['masculine', 'plural']"
así así,
así de,
asíncrona,['feminine']
asíncronas,"['feminine', 'plural']"
asíncrono,
asíncronos,"['masculine', 'plural']"
asónica,['feminine']
asónicas,"['feminine', 'plural']"
asónico,
asónicos,"['masculine', 'plural']"
atabascana,['feminine']
atabascanas,"['feminine', 'plural']"
atabascano,
atabascanos,"['masculine', 'plural']"
atacable,
atacables,"['feminine', 'masculine', 'plural']"
atacada,['feminine']
atacadas,"['feminine', 'plural']"
atacado,
atacador,
atacadora,['feminine']
atacadoras,"['feminine', 'plural']"
atacadores,"['masculine', 'plural']"
atacados,"['masculine', 'plural']"
atacama,
atacamas,"['feminine', 'masculine', 'plural']"
atacameña,['feminine']
atacameñas,"['feminine', 'plural']"
atacameño,
atacameños,"['masculine', 'plural']"
atacante,
atacantes,"['feminine', 'masculine', 'plural']"
atada,['feminine']
atadas,"['feminine', 'plural']"
atado,
atados,"['masculine', 'plural']"
atahualpista,
atahualpistas,"['feminine', 'masculine', 'plural']"
atal,
atales,"['feminine', 'masculine', 'plural']"
ataluzada,['feminine']
ataluzadas,"['feminine', 'plural']"
ataluzado,
ataluzados,"['masculine', 'plural']"
atangayada,['feminine']
atangayadas,"['feminine', 'plural']"
atangayado,
atangayados,"['masculine', 'plural']"
ataquienta,['feminine']
ataquientas,"['feminine', 'plural']"
ataquiento,
ataquientos,"['masculine', 'plural']"
atarantada,['feminine']
atarantadas,"['feminine', 'plural']"
atarantado,
atarantados,"['masculine', 'plural']"
atareada,['feminine']
atareadas,"['feminine', 'plural']"
atareado,
atareados,"['masculine', 'plural']"
atareadísima,['feminine']
atareadísimas,"['feminine', 'plural']"
atareadísimo,
atareadísimos,"['masculine', 'plural']"
atascada,['feminine']
atascadas,"['feminine', 'plural']"
atascado,
atascados,"['masculine', 'plural']"
atea,['feminine']
ateas,"['feminine', 'plural']"
atelectásica,['feminine']
atelectásicas,"['feminine', 'plural']"
atelectásico,
atelectásicos,"['masculine', 'plural']"
atemorizador,
atemorizadora,['feminine']
atemorizadoras,"['feminine', 'plural']"
atemorizadores,"['masculine', 'plural']"
atemorizante,
atemorizantes,"['feminine', 'masculine', 'plural']"
atemporal,
