form,tags
conditionné,
conditionnée,['feminine']
conditionnées,"['feminine', 'plural']"
conditionnés,"['masculine', 'plural']"
condorcétien,
condorcétienne,['feminine']
condorcétiennes,"['feminine', 'plural']"
condorcétiens,"['masculine', 'plural']"
conductible,
conductibles,['plural']
conductimétrique,
conductimétriques,['plural']
condylien,
condylienne,['feminine']
condyliennes,"['feminine', 'plural']"
condyliens,"['masculine', 'plural']"
confessionnel,
confessionnelle,['feminine']
confessionnelles,"['feminine', 'plural']"
confessionnels,"['masculine', 'plural']"
confiant,
confiante,['feminine']
confiantes,"['feminine', 'plural']"
confiants,"['masculine', 'plural']"
confidentiel,
confidentielle,['feminine']
confidentielles,"['feminine', 'plural']"
confidentiels,"['masculine', 'plural']"
configurable,
configurables,['plural']
configurationnel,
configurationnelle,['feminine']
configurationnelles,"['feminine', 'plural']"
configurationnels,"['masculine', 'plural']"
configuré,
configurée,['feminine']
configurées,"['feminine', 'plural']"
configurés,"['masculine', 'plural']"
confiné,
confinée,['feminine']
confinées,"['feminine', 'plural']"
confinés,"['masculine', 'plural']"
confirmatif,
confirmatifs,"['masculine', 'plural']"
confirmative,['feminine']
confirmatives,"['feminine', 'plural']"
confiscable,
confiscables,['plural']
confit,
confite,['feminine']
confites,"['feminine', 'plural']"
confits,"['masculine', 'plural']"
conflictuel,
conflictuelle,['feminine']
conflictuelles,"['feminine', 'plural']"
conflictuels,"['masculine', 'plural']"
confluent,
confluente,['feminine']
confluentes,"['feminine', 'plural']"
confluents,"['masculine', 'plural']"
confondu,
confondue,['feminine']
confondues,"['feminine', 'plural']"
confondus,"['masculine', 'plural']"
conformationnel,
conformationnelle,['feminine']
conformationnelles,"['feminine', 'plural']"
conformationnels,"['masculine', 'plural']"
conforme,
conformes,['plural']
conformiste,
conformistes,['plural']
confortable,
confortables,['plural']
confortatif,
confortatifs,"['masculine', 'plural']"
confortative,['feminine']
confortatives,"['feminine', 'plural']"
conforté,
confortée,['feminine']
confortées,"['feminine', 'plural']"
confortés,"['masculine', 'plural']"
confraternel,
confraternelle,['feminine']
confraternelles,"['feminine', 'plural']"
confraternels,"['masculine', 'plural']"
confucianiste,
confucianistes,['plural']
confucéen,
confucéenne,['feminine']
confucéennes,"['feminine', 'plural']"
confucéens,"['masculine', 'plural']"
confus,"['masculine', 'plural']"
confuse,['feminine']
confuses,"['feminine', 'plural']"
confusionnel,
confusionnelle,['feminine']
confusionnelles,"['feminine', 'plural']"
confusionnels,"['masculine', 'plural']"
confédéral,
confédérale,['feminine']
confédérales,"['feminine', 'plural']"
confédéraux,"['masculine', 'plural']"
confédéré,
confédérée,['feminine']
confédérées,"['feminine', 'plural']"
confédérés,"['masculine', 'plural']"
congloméré,
conglomérée,['feminine']
conglomérées,"['feminine', 'plural']"
conglomérés,"['masculine', 'plural']"
conglutinant,
conglutinante,['feminine']
conglutinantes,"['feminine', 'plural']"
conglutinants,"['masculine', 'plural']"
congo,
congolais,"['masculine', 'plural']"
congolaise,['feminine']
congolaises,"['feminine', 'plural']"
congos,['plural']
congru,
congrue,['feminine']
congrues,"['feminine', 'plural']"
congrus,"['masculine', 'plural']"
congénital,
congénitale,['feminine']
congénitales,"['feminine', 'plural']"
congénitaux,"['masculine', 'plural']"
congénère,
congénères,['plural']
conifère,
conifères,['plural']
conique,
coniques,['plural']
conjectural,
conjecturale,['feminine']
conjecturales,"['feminine', 'plural']"
conjecturaux,"['masculine', 'plural']"
conjoint,
conjointe,['feminine']
conjointes,"['feminine', 'plural']"
conjoints,"['masculine', 'plural']"
conjonctif,
conjonctifs,"['masculine', 'plural']"
conjonctionnel,
conjonctionnelle,['feminine']
conjonctionnelles,"['feminine', 'plural']"
conjonctionnels,"['masculine', 'plural']"
conjonctival,
conjonctivale,['feminine']
conjonctivales,"['feminine', 'plural']"
conjonctivaux,"['masculine', 'plural']"
conjonctive,['feminine']
conjonctives,"['feminine', 'plural']"
conjoncturel,
conjoncturelle,['feminine']
conjoncturelles,"['feminine', 'plural']"
conjoncturels,"['masculine', 'plural']"
conjugal,
conjugale,['feminine']
conjugales,"['feminine', 'plural']"
conjugaux,"['masculine', 'plural']"
connaissable,
connaissables,['plural']
conne,['feminine']
conne comme la Lune,['feminine']
conne comme ses pieds,['feminine']
conne comme un balai,['feminine']
conne comme un manche,['feminine']
conne comme une chaise,['feminine']
connectif,
connectifs,"['masculine', 'plural']"
connective,['feminine']
connectives,"['feminine', 'plural']"
connectomique,
connectomiques,['plural']
connes,"['feminine', 'plural']"
connes comme des balais,"['feminine', 'plural']"
connes comme des chaises,"['feminine', 'plural']"
connes comme des manches,"['feminine', 'plural']"
connes comme la Lune,"['feminine', 'plural']"
connes comme leurs pieds,"['feminine', 'plural']"
connexe,
connexes,['plural']
connivent,
connivente,['feminine']
conniventes,"['feminine', 'plural']"
connivents,"['masculine', 'plural']"
connotatif,
connotatifs,"['masculine', 'plural']"
connotative,['feminine']
connotatives,"['feminine', 'plural']"
connu,
connue,['feminine']
connues,"['feminine', 'plural']"
connus,"['masculine', 'plural']"
conoïdal,
conoïdale,['feminine']
conoïdales,"['feminine', 'plural']"
conoïdaux,"['masculine', 'plural']"
conquérant,
conquérante,['feminine']
conquérantes,"['feminine', 'plural']"
conquérants,"['masculine', 'plural']"
cons,"['masculine', 'plural']"
cons comme des balais,"['masculine', 'plural']"
cons comme des chaises,"['masculine', 'plural']"
cons comme des manches,"['masculine', 'plural']"
cons comme la Lune,"['masculine', 'plural']"
cons comme leurs pieds,"['masculine', 'plural']"
consacré,
consacrée,['feminine']
consacrées,"['feminine', 'plural']"
consacrés,"['masculine', 'plural']"
consanguin,
consanguine,['feminine']
consanguines,"['feminine', 'plural']"
consanguins,"['masculine', 'plural']"
consciencieuse,['feminine']
consciencieuses,"['feminine', 'plural']"
consciencieux,"['masculine', 'plural']"
conscient,
consciente,['feminine']
conscientes,"['feminine', 'plural']"
conscients,"['masculine', 'plural']"
consensuel,
consensuelle,['feminine']
consensuelles,"['feminine', 'plural']"
consensuels,"['masculine', 'plural']"
consentant,
consentante,['feminine']
consentantes,"['feminine', 'plural']"
consentants,"['masculine', 'plural']"
conservateur,
conservateurs,"['masculine', 'plural']"
conservatif,
conservatifs,"['masculine', 'plural']"
conservative,['feminine']
conservatives,"['feminine', 'plural']"
conservatoire,
conservatoires,['plural']
conservatrice,['feminine']
conservatrices,"['feminine', 'plural']"
considérable,
considérables,['plural']
consigné,
consignée,['feminine']
consignées,"['feminine', 'plural']"
consignés,"['masculine', 'plural']"
consistant,
consistante,['feminine']
consistantes,"['feminine', 'plural']"
consistants,"['masculine', 'plural']"
consistorial,
consistoriale,['feminine']
consistoriales,"['feminine', 'plural']"
consistoriaux,"['masculine', 'plural']"
consolable,
consolables,['plural']
consolateur,
consolateurs,"['masculine', 'plural']"
consolatrice,['feminine']
consolatrices,"['feminine', 'plural']"
consommable,
consommables,['plural']
consommé,
consommée,['feminine']
consommées,"['feminine', 'plural']"
consommés,"['masculine', 'plural']"
consonant,
consonante,['feminine']
consonantes,"['feminine', 'plural']"
consonantique,
consonantiques,['plural']
consonants,"['masculine', 'plural']"
consortial,
consortiale,['feminine']
consortiales,"['feminine', 'plural']"
consortiaux,"['masculine', 'plural']"
conspirateur,
conspirateurs,"['masculine', 'plural']"
conspirationniste,
conspirationnistes,['plural']
conspiratrice,['feminine']
conspiratrices,"['feminine', 'plural']"
conspécifique,
conspécifiques,['plural']
constant,
constante,['feminine']
constantes,"['feminine', 'plural']"
constantinien,
constantinienne,['feminine']
constantiniennes,"['feminine', 'plural']"
constantiniens,"['masculine', 'plural']"
constantinois,"['masculine', 'plural']"
constantinoise,['feminine']
constantinoises,"['feminine', 'plural']"
constantinopolitain,
constantinopolitaine,['feminine']
constantinopolitaines,"['feminine', 'plural']"
constantinopolitains,"['masculine', 'plural']"
constants,"['masculine', 'plural']"
constellé,
constellée,['feminine']
constellées,"['feminine', 'plural']"
constellés,"['masculine', 'plural']"
consternant,
consternante,['feminine']
consternantes,"['feminine', 'plural']"
consternants,"['masculine', 'plural']"
consterné,
consternée,['feminine']
consternées,"['feminine', 'plural']"
consternés,"['masculine', 'plural']"
constipé,
constipée,['feminine']
constipées,"['feminine', 'plural']"
constipés,"['masculine', 'plural']"
constituant,
constituante,['feminine']
constituantes,"['feminine', 'plural']"
constituants,"['masculine', 'plural']"
constitutif,
constitutifs,"['masculine', 'plural']"
constitutionnel,
constitutionnelle,['feminine']
constitutionnelles,"['feminine', 'plural']"
constitutionnels,"['masculine', 'plural']"
constitutive,['feminine']
constitutives,"['feminine', 'plural']"
constricteur,
constricteurs,"['masculine', 'plural']"
constrictrice,['feminine']
constrictrices,"['feminine', 'plural']"
constructible,
constructibles,['plural']
constructif,
constructifs,"['masculine', 'plural']"
constructive,['feminine']
constructives,"['feminine', 'plural']"
consubstantiel,
consubstantielle,['feminine']
consubstantielles,"['feminine', 'plural']"
consubstantiels,"['masculine', 'plural']"
consulaire,
consulaires,['plural']
consultable,
consultables,['plural']
consultant,
consultante,['feminine']
consultantes,"['feminine', 'plural']"
consultants,"['masculine', 'plural']"
consultatif,
consultatifs,"['masculine', 'plural']"
consultative,['feminine']
consultatives,"['feminine', 'plural']"
consumériste,
consuméristes,['plural']
consécutif,
consécutifs,"['masculine', 'plural']"
consécutive,['feminine']
consécutives,"['feminine', 'plural']"
conséquent,
conséquente,['feminine']
conséquentes,"['feminine', 'plural']"
conséquents,"['masculine', 'plural']"
contagieuse,['feminine']
contagieuses,"['feminine', 'plural']"
contagieux,"['masculine', 'plural']"
contaminateur,
contaminateurs,"['masculine', 'plural']"
contaminatrice,['feminine']
contaminatrices,"['feminine', 'plural']"
contemplatif,
contemplatifs,"['masculine', 'plural']"
contemplative,['feminine']
contemplatives,"['feminine', 'plural']"
contemporain,
contemporaine,['feminine']
contemporaines,"['feminine', 'plural']"
contemporains,"['masculine', 'plural']"
contempteur,
contempteurs,"['masculine', 'plural']"
contemptrice,['feminine']
contemptrices,"['feminine', 'plural']"
contenant,
contenante,['feminine']
contenantes,"['feminine', 'plural']"
contenants,"['masculine', 'plural']"
content,
contente,['feminine']
contentes,"['feminine', 'plural']"
contentieuse,['feminine']
contentieuses,"['feminine', 'plural']"
contentieux,"['masculine', 'plural']"
contents,"['masculine', 'plural']"
contestable,
contestables,['plural']
contestataire,
contestataires,['plural']
contestateur,
contestateurs,"['masculine', 'plural']"
contestatrice,['feminine']
contestatrices,"['feminine', 'plural']"
contextuel,
contextuelle,['feminine']
contextuelles,"['feminine', 'plural']"
contextuels,"['masculine', 'plural']"
contigu,
contigus,"['masculine', 'plural']"
contiguë,['feminine']
contiguës,"['feminine', 'plural']"
contigüe,['feminine']
contigües,"['feminine', 'plural']"
continental,
continentale,['feminine']
continentales,"['feminine', 'plural']"
continentaux,"['masculine', 'plural']"
contingent,
contingente,['feminine']
contingentes,"['feminine', 'plural']"
contingents,"['masculine', 'plural']"
continu,
continue,['feminine']
continuel,
continuelle,['feminine']
continuelles,"['feminine', 'plural']"
continuels,"['masculine', 'plural']"
continues,"['feminine', 'plural']"
continus,"['masculine', 'plural']"
contondant,
contondante,['feminine']
contondantes,"['feminine', 'plural']"
contondants,"['masculine', 'plural']"
contorsionné,
contorsionnée,['feminine']
contorsionnées,"['feminine', 'plural']"
contorsionnés,"['masculine', 'plural']"
contourné,
contournée,['feminine']
contournées,"['feminine', 'plural']"
contournés,"['masculine', 'plural']"
contraceptif,
contraceptifs,"['masculine', 'plural']"
contraceptive,['feminine']
contraceptives,"['feminine', 'plural']"
contractant,
contractante,['feminine']
contractantes,"['feminine', 'plural']"
contractants,"['masculine', 'plural']"
contractif,
contractifs,"['masculine', 'plural']"
contractile,
contractiles,['plural']
contractive,['feminine']
contractives,"['feminine', 'plural']"
contractuel,
contractuelle,['feminine']
contractuelles,"['feminine', 'plural']"
contractuels,"['masculine', 'plural']"
contradictoire,
contradictoires,['plural']
contrafactuel,
contrafactuelle,['feminine']
contrafactuelles,"['feminine', 'plural']"
contrafactuels,"['masculine', 'plural']"
contraignable,
contraignables,['plural']
contraignant,
contraignante,['feminine']
contraignantes,"['feminine', 'plural']"
contraignants,"['masculine', 'plural']"
contraint,
contrainte,['feminine']
contraintes,"['feminine', 'plural']"
contraints,"['masculine', 'plural']"
contraire,
contraires,['plural']
contrapuntique,
contrapuntiques,['plural']
contrariant,
contrariante,['feminine']
contrariantes,"['feminine', 'plural']"
contrariants,"['masculine', 'plural']"
contrarié,
contrariée,['feminine']
contrariées,"['feminine', 'plural']"
contrariés,"['masculine', 'plural']"
contrarotatif,
contrarotatifs,"['masculine', 'plural']"
contrarotative,['feminine']
contrarotatives,"['feminine', 'plural']"
contre nature,
contre-intuitif,
contre-intuitifs,"['masculine', 'plural']"
contre-intuitive,['feminine']
contre-intuitives,"['feminine', 'plural']"
contre-productif,['alternative']
contre-révolutionnaire,
contre-révolutionnaires,['plural']
contrebalancé,
contrebalancée,['feminine']
contrebalancées,"['feminine', 'plural']"
contrebalancés,"['masculine', 'plural']"
contreproductif,
contreproductifs,"['masculine', 'plural']"
contreproductive,['feminine']
contreproductives,"['feminine', 'plural']"
contrerévolutionnaire,['alternative']
contrerévolutionnaires,['plural']
contreterroriste,
contreterroristes,['plural']
contributaire,
contributaires,['plural']
contributif,
contributifs,"['masculine', 'plural']"
contributive,['feminine']
contributives,"['feminine', 'plural']"
contributoire,
contributoires,['plural']
contrintuitif,['alternative']
contrit,
contrite,['feminine']
contrites,"['feminine', 'plural']"
contrits,"['masculine', 'plural']"
controlatéral,
controlatérale,['feminine']
controlatérales,"['feminine', 'plural']"
controlatéraux,"['masculine', 'plural']"
controuvé,
controuvée,['feminine']
controuvées,"['feminine', 'plural']"
controuvés,"['masculine', 'plural']"
controversé,
controversée,['feminine']
controversées,"['feminine', 'plural']"
controversés,"['masculine', 'plural']"
contrôlable,
contrôlables,['plural']
contumélieuse,['feminine']
contumélieuses,"['feminine', 'plural']"
contumélieux,"['masculine', 'plural']"
contusionné,
contusionnée,['feminine']
contusionnées,"['feminine', 'plural']"
contusionnés,"['masculine', 'plural']"
convaincant,
convaincante,['feminine']
convaincantes,"['feminine', 'plural']"
convaincants,"['masculine', 'plural']"
convalescent,
convalescente,['feminine']
convalescentes,"['feminine', 'plural']"
convalescents,"['masculine', 'plural']"
convectif,
convectifs,"['masculine', 'plural']"
convective,['feminine']
convectives,"['feminine', 'plural']"
convenable,
convenables,['plural']
convenant,
convenante,['feminine']
convenantes,"['feminine', 'plural']"
convenants,"['masculine', 'plural']"
conventionnel,
conventionnelle,['feminine']
conventionnelles,"['feminine', 'plural']"
conventionnels,"['masculine', 'plural']"
conventuel,
conventuelle,['feminine']
conventuelles,"['feminine', 'plural']"
conventuels,"['masculine', 'plural']"
convers,"['masculine', 'plural']"
conversationnel,
conversationnelle,['feminine']
conversationnelles,"['feminine', 'plural']"
conversationnels,"['masculine', 'plural']"
converse,['feminine']
converses,"['feminine', 'plural']"
converti,
convertible,
convertibles,['plural']
convertie,['feminine']
converties,"['feminine', 'plural']"
convertis,"['masculine', 'plural']"
convexe,
convexes,['plural']
convivial,
conviviale,['feminine']
conviviales,"['feminine', 'plural']"
conviviaux,"['masculine', 'plural']"
convoiteuse,['feminine']
convoiteuses,"['feminine', 'plural']"
convoiteux,"['masculine', 'plural']"
convoité,
convoitée,['feminine']
convoitées,"['feminine', 'plural']"
convoités,"['masculine', 'plural']"
convulsif,
convulsifs,"['masculine', 'plural']"
convulsive,['feminine']
convulsives,"['feminine', 'plural']"
convulsé,
convulsée,['feminine']
convulsées,"['feminine', 'plural']"
convulsés,"['masculine', 'plural']"
coofficiel,
coofficielle,['feminine']
coofficielles,"['feminine', 'plural']"
coofficiels,"['masculine', 'plural']"
cool,
cools,
coopératif,
coopératifs,"['masculine', 'plural']"
coopérative,['feminine']
coopératives,"['feminine', 'plural']"
coordinant,
coordinante,['feminine']
coordinantes,"['feminine', 'plural']"
coordinants,"['masculine', 'plural']"
coordinateur,['alternative']
coordinateurs,"['masculine', 'plural']"
coordinatif,
coordinatifs,"['masculine', 'plural']"
coordinative,['feminine']
coordinatives,"['feminine', 'plural']"
coordinatrice,['feminine']
coordinatrices,"['feminine', 'plural']"
coordiné,
coordinée,['feminine']
coordinées,"['feminine', 'plural']"
coordinés,"['masculine', 'plural']"
coordonnant,
coordonnante,['feminine']
coordonnantes,"['feminine', 'plural']"
coordonnants,"['masculine', 'plural']"
coordonnateur,['alternative']
coordonnateurs,"['masculine', 'plural']"
coordonnatrice,['feminine']
coordonnatrices,"['feminine', 'plural']"
coordonné,
coordonnée,['feminine']
coordonnées,"['feminine', 'plural']"
coordonnés,"['masculine', 'plural']"
copain comme cochon,
copains comme cochons,"['masculine', 'plural']"
copernicien,
copernicienne,['feminine']
coperniciennes,"['feminine', 'plural']"
coperniciens,"['masculine', 'plural']"
copiable,
copiables,['plural']
copieuse,['feminine']
copieuses,"['feminine', 'plural']"
copieux,"['masculine', 'plural']"
copine comme cochonne,['feminine']
copines comme cochonnes,"['feminine', 'plural']"
coplanaire,
coplanaires,['plural']
coprophage,
coprophages,['plural']
copte,
coptes,['plural']
copulateur,
copulateurs,"['masculine', 'plural']"
copulatif,
copulatifs,"['masculine', 'plural']"
copulative,['feminine']
copulatives,"['feminine', 'plural']"
copulatrice,['feminine']
copulatrices,"['feminine', 'plural']"
coquet,
coquets,"['masculine', 'plural']"
coquette,['feminine']
coquettes,"['feminine', 'plural']"
coquin,
coquine,['feminine']
coquines,"['feminine', 'plural']"
coquins,"['masculine', 'plural']"
coracoïde,
coracoïdes,['plural']
corallien,
corallienne,['feminine']
coralliennes,"['feminine', 'plural']"
coralliens,"['masculine', 'plural']"
coralliforme,
coralliformes,['plural']
corallifère,
corallifères,['plural']
coralligène,
coralligènes,['plural']
coranique,
coraniques,['plural']
corbin,
corbine,['feminine']
corbines,"['feminine', 'plural']"
corbins,"['masculine', 'plural']"
cordelier,
cordeliers,"['masculine', 'plural']"
cordelière,['feminine']
cordelières,"['feminine', 'plural']"
cordial,
cordiale,['feminine']
cordiales,"['feminine', 'plural']"
cordiaux,"['masculine', 'plural']"
cordiforme,
cordiformes,['plural']
cordouan,
cordouane,['feminine']
cordouanes,"['feminine', 'plural']"
cordouans,"['masculine', 'plural']"
cordé,
cordée,['feminine']
cordées,"['feminine', 'plural']"
cordés,"['masculine', 'plural']"
coresponsable,
coresponsables,['plural']
corfiote,
corfiotes,['plural']
coriace,
coriaces,['plural']
corinthien,
corinthienne,['feminine']
corinthiennes,"['feminine', 'plural']"
corinthiens,"['masculine', 'plural']"
cornique,
corniques,['plural']
cornu,
cornue,['feminine']
cornues,"['feminine', 'plural']"
cornus,"['masculine', 'plural']"
corné,
cornée,['feminine']
cornéen,
cornéenne,['feminine']
cornéennes,"['feminine', 'plural']"
cornéens,"['masculine', 'plural']"
cornées,"['feminine', 'plural']"
cornélien,
cornélienne,['feminine']
cornéliennes,"['feminine', 'plural']"
cornéliens,"['masculine', 'plural']"
cornés,"['masculine', 'plural']"
corolaire,['alternative']
corollaire,
corollaires,['plural']
coronaire,
coronaires,['plural']
coronal,
coronale,['feminine']
coronales,"['feminine', 'plural']"
coronarien,
coronarienne,['feminine']
coronariennes,"['feminine', 'plural']"
coronariens,"['masculine', 'plural']"
coronasceptique,
coronasceptiques,['plural']
coronaux,"['masculine', 'plural']"
coronoïde,
coronoïdes,['plural']
coronoïdien,
coronoïdienne,['feminine']
coronoïdiennes,"['feminine', 'plural']"
coronoïdiens,"['masculine', 'plural']"
corporatif,
corporatifs,"['masculine', 'plural']"
corporatiste,
corporatistes,['plural']
corporative,['feminine']
corporatives,"['feminine', 'plural']"
corporel,
corporelle,['feminine']
corporelles,"['feminine', 'plural']"
corporels,"['masculine', 'plural']"
corporé,
corporée,['feminine']
corporées,"['feminine', 'plural']"
corporés,"['masculine', 'plural']"
corpulent,
corpulente,['feminine']
corpulentes,"['feminine', 'plural']"
corpulents,"['masculine', 'plural']"
corpusculaire,
corpusculaires,['plural']
correct,
correcte,['feminine']
correctes,"['feminine', 'plural']"
correcteur,
correcteurs,"['masculine', 'plural']"
correctif,
correctifs,"['masculine', 'plural']"
correctionnel,
correctionnelle,['feminine']
correctionnelles,"['feminine', 'plural']"
correctionnels,"['masculine', 'plural']"
corrective,['feminine']
correctives,"['feminine', 'plural']"
correctrice,['feminine']
correctrices,"['feminine', 'plural']"
corrects,"['masculine', 'plural']"
correspondant,
correspondante,['feminine']
correspondantes,"['feminine', 'plural']"
correspondants,"['masculine', 'plural']"
corrigeable,
corrigeables,['plural']
corrigible,['alternative']
corrigibles,['plural']
corrodé,
corrodée,['feminine']
corrodées,"['feminine', 'plural']"
corrodés,"['masculine', 'plural']"
corrompu,
corrompue,['feminine']
corrompues,"['feminine', 'plural']"
corrompus,"['masculine', 'plural']"
corrosif,
corrosifs,"['masculine', 'plural']"
corrosive,['feminine']
corrosives,"['feminine', 'plural']"
corrupteur,
corrupteurs,"['masculine', 'plural']"
corruptible,
corruptibles,['plural']
corruptrice,['feminine']
corruptrices,"['feminine', 'plural']"
corrélatif,
corrélatifs,"['masculine', 'plural']"
corrélative,['feminine']
corrélatives,"['feminine', 'plural']"
corrélé,
corrélée,['feminine']
corrélées,"['feminine', 'plural']"
corrélés,"['masculine', 'plural']"
corrézien,
corrézienne,['feminine']
corréziennes,"['feminine', 'plural']"
corréziens,"['masculine', 'plural']"
corse,
corses,['plural']
corsé,
corsée,['feminine']
corsées,"['feminine', 'plural']"
corsés,"['masculine', 'plural']"
cortical,
corticale,['feminine']
corticales,"['feminine', 'plural']"
corticaux,"['masculine', 'plural']"
corticole,
corticoles,['plural']
cortiqué,
cortiquée,['feminine']
cortiquées,"['feminine', 'plural']"
cortiqués,"['masculine', 'plural']"
coruscant,
coruscante,['feminine']
coruscantes,"['feminine', 'plural']"
coruscants,"['masculine', 'plural']"
corvéable,
corvéable à merci,['alternative']
corvéables,['plural']
corvéables à merci,['plural']
coréen,
coréenne,['feminine']
coréennes,"['feminine', 'plural']"
coréens,"['masculine', 'plural']"
cosaque,
cosaques,['plural']
coseigneurial,
coseigneuriale,['feminine']
coseigneuriales,"['feminine', 'plural']"
coseigneuriaux,"['masculine', 'plural']"
cosinusoïdal,
cosinusoïdale,['feminine']
cosinusoïdales,"['feminine', 'plural']"
cosinusoïdaux,"['masculine', 'plural']"
cosmique,
cosmiques,['plural']
cosmogonique,
cosmogoniques,['plural']
cosmographique,
cosmographiques,['plural']
cosmogénique,
cosmogéniques,['plural']
cosmologique,
cosmologiques,['plural']
cosmopolite,
cosmopolites,['plural']
cosmétique,
cosmétiques,['plural']
cossu,
cossue,['feminine']
cossues,"['feminine', 'plural']"
cossus,"['masculine', 'plural']"
costal,
costale,['feminine']
costales,"['feminine', 'plural']"
costaricain,
costaricaine,['feminine']
costaricaines,"['feminine', 'plural']"
costaricains,"['masculine', 'plural']"
costaricien,
costaricienne,['feminine']
costariciennes,"['feminine', 'plural']"
costariciens,"['masculine', 'plural']"
costarmoricain,
costarmoricaine,['feminine']
costarmoricaines,"['feminine', 'plural']"
costarmoricains,"['masculine', 'plural']"
costaud,
costaude,['feminine']
costaudes,"['feminine', 'plural']"
costauds,"['masculine', 'plural']"
costaux,"['masculine', 'plural']"
cosy,
cosys,['plural']
coti,
coticé,
coticée,['feminine']
coticées,"['feminine', 'plural']"
coticés,"['masculine', 'plural']"
cotidal,
cotidale,['feminine']
cotidales,"['feminine', 'plural']"
cotidaux,"['masculine', 'plural']"
cotie,['feminine']
coties,"['feminine', 'plural']"
cotis,"['masculine', 'plural']"
cotonneuse,['feminine']
cotonneuses,"['feminine', 'plural']"
cotonneux,"['masculine', 'plural']"
cotonnier,
cotonniers,"['masculine', 'plural']"
cotonnière,['feminine']
cotonnières,"['feminine', 'plural']"
cottien,
cottienne,['feminine']
cottiennes,"['feminine', 'plural']"
cottiens,"['masculine', 'plural']"
cotyloïde,
cotyloïdes,['plural']
cotyloïdien,
cotyloïdienne,['feminine']
cotyloïdiennes,"['feminine', 'plural']"
cotyloïdiens,"['masculine', 'plural']"
couard,
couarde,['feminine']
couardes,"['feminine', 'plural']"
couards,"['masculine', 'plural']"
couché,
couchés,['plural']
coufique,
coufiques,['plural']
couillon,
couillonne,['feminine']
couillonnes,"['feminine', 'plural']"
couillons,"['masculine', 'plural']"
couillu,
couillue,['feminine']
couillues,"['feminine', 'plural']"
couillus,"['masculine', 'plural']"
coulant,
coulante,['feminine']
coulantes,"['feminine', 'plural']"
coulants,"['masculine', 'plural']"
coulis,"['masculine', 'plural']"
coulissant,
coulissante,['feminine']
coulissantes,"['feminine', 'plural']"
coulissants,"['masculine', 'plural']"
coulisse,['feminine']
coulisses,"['feminine', 'plural']"
coulissé,
coulissée,['feminine']
coulissées,"['feminine', 'plural']"
coulissés,"['masculine', 'plural']"
coulombien,
coulombienne,['feminine']
coulombiennes,"['feminine', 'plural']"
coulombiens,"['masculine', 'plural']"
coumarique,
coumariques,['plural']
coupable,
coupables,['plural']
coupant,
coupante,['feminine']
coupantes,"['feminine', 'plural']"
coupants,"['masculine', 'plural']"
couperosé,
couperosée,['feminine']
couperosées,"['feminine', 'plural']"
couperosés,"['masculine', 'plural']"
couplement,
couplements,['plural']
coupé,
coupée,['feminine']
coupées,"['feminine', 'plural']"
coupés,"['masculine', 'plural']"
courageuse,['feminine']
courageuse mais pas téméraire,['feminine']
courageuses,"['feminine', 'plural']"
courageuses mais pas téméraires,"['feminine', 'plural']"
courageux,"['masculine', 'plural']"
courageux mais pas téméraire,
courageux mais pas téméraires,"['masculine', 'plural']"
courant,
courante,['feminine']
courantes,"['feminine', 'plural']"
courants,"['masculine', 'plural']"
courbatu,
courbatue,['feminine']
courbatues,"['feminine', 'plural']"
courbaturé,
courbaturée,['feminine']
courbaturées,"['feminine', 'plural']"
courbaturés,"['masculine', 'plural']"
courbatus,"['masculine', 'plural']"
courbe,
courbes,['plural']
courbetien,
courbetienne,['feminine']
courbetiennes,"['feminine', 'plural']"
courbetiens,"['masculine', 'plural']"
courbé,
courbée,['feminine']
courbées,"['feminine', 'plural']"
courbés,"['masculine', 'plural']"
couronné,
couronnée,['feminine']
couronnées,"['feminine', 'plural']"
couronnés,"['masculine', 'plural']"
courroucé,
courroucée,['feminine']
courroucées,"['feminine', 'plural']"
courroucés,"['masculine', 'plural']"
court,
court sur pattes,
court-courrier,
court-courriers,"['masculine', 'plural']"
courtaud,
courtaude,['feminine']
courtaudes,"['feminine', 'plural']"
courtauds,"['masculine', 'plural']"
courte,['feminine']
courte sur pattes,['feminine']
courtes,"['feminine', 'plural']"
courtes sur pattes,"['feminine', 'plural']"
courtois,"['masculine', 'plural']"
courtoise,['feminine']
courtoises,"['feminine', 'plural']"
courts,"['masculine', 'plural']"
courts sur pattes,"['masculine', 'plural']"
couru d'avance,
couru d’ avance,['canonical']
courue d'avance,
courue d’avance,['feminine']
courue d’avance,['canonical']
courues d'avance,
courues d’avance,"['feminine', 'plural']"
courues d’avance,['canonical']
courus d'avance,
courus d’avance,"['masculine', 'plural']"
courus d’avance,['canonical']
cousu,
cousu main,
cousue,['feminine']
cousues,"['feminine', 'plural']"
cousues main,"['feminine', 'plural']"
cousus,"['masculine', 'plural']"
cousus main,"['masculine', 'plural']"
couteuse,['feminine']
couteuses,"['feminine', 'plural']"
couteux,['alternative']
couteux,"['masculine', 'plural']"
coutumier,
coutumiers,"['masculine', 'plural']"
coutumière,['feminine']
coutumières,"['feminine', 'plural']"
couvert,
couverte,['feminine']
couvertes,"['feminine', 'plural']"
couverts,"['masculine', 'plural']"
couvrant,
couvrante,['feminine']
couvrantes,"['feminine', 'plural']"
couvrants,"['masculine', 'plural']"
covalent,
covalente,['feminine']
